article_id,year,decade,journal,title,intended_outcome__belonging_and_community,intended_outcome__belonging_and_community_engagement_and_participation,intended_outcome__belonging_and_community_learning_and_literacy,intended_outcome__belonging_and_community_wellness_and_resilience,intended_outcome__collections_and_access,intended_outcome__cultural_stewardship_and_preservation,intended_outcome__cultural_stewardship_and_preservation_belonging_and_community,intended_outcome__cultural_stewardship_and_preservation_discovery_and_advisory,intended_outcome__discovery_and_advisory,intended_outcome__discovery_and_advisory_equitable_access,intended_outcome__discovery_and_advisory_institutional_capacity,intended_outcome__engagement_and_participation,intended_outcome__engagement_and_participation_discovery_and_advisory,intended_outcome__engagement_and_participation_equitable_access,intended_outcome__engagement_and_participation_equitable_access_learning_and_literacy,intended_outcome__engagement_and_participation_institutional_capacity,intended_outcome__equitable_access,intended_outcome__equitable_access_belonging_and_community,intended_outcome__equitable_access_community_and_inclusion,intended_outcome__equitable_access_cultural_stewardship_and_preservation,intended_outcome__equitable_access_discovery_and_advisory,intended_outcome__equitable_access_engagement_and_participation,intended_outcome__equitable_access_institutional_capacity,intended_outcome__equitable_access_learning_and_literacy,intended_outcome__institutional_capacity,intended_outcome__institutional_capacity_belonging_and_community,intended_outcome__institutional_capacity_social_equity_and_access,intended_outcome__learning_and_literacy,intended_outcome__learning_and_literacy_belonging_and_community,intended_outcome__learning_and_literacy_discovery_and_advisory,intended_outcome__learning_and_literacy_engagement_and_participation,intended_outcome__learning_and_literacy_equitable_access,intended_outcome__learning_and_literacy_institutional_capacity,intended_outcome__not_applicable,intended_outcome__other,intended_outcome__professional_capacity,intended_outcome__space_and_infrastructure,intended_outcome__sustainable_operations,intended_outcome__theoretical_or_conceptual,intended_outcome__wellness_and_resilience
aubele2018,2018,2010s,College & Research Libraries,"Victoria Martin. Transdisciplinarity Revealed: What Librarians Need to Know. Santa Barbara, Calif.: Libraries Unlimited, 2017. 211p. Paper. $85.00 (ISBN 978-1-4408-4347-1).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
aufmuth2006,2006,2000s,Library Trends,Centralized vs. Decentralized Systems: Academic Library Models for GIS and Remote Sensing Activities on Campus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
augustine2002,2002,2000s,College & Research Libraries,Discovering How Students Search a Library Web Site: A Usability Case Study,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
auld1968,1968,1960s,Information Technology and Libraries,Automated Book Order and Circulation Control Procedures at the Oakland University Library,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
automation1974,1974,1970s,Information Technology and Libraries,Standards for Library Automation and ISAD's Committee on Technical Standards for Library Automation (TESLA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
autry2025,2025,2020s,College & Research Libraries,"Averting the Digital Dark Age: How Archivists, Librarians, and Technologists Built the Web a Memory",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aveny1981,1981,1980s,Information Technology and Libraries,Highlights of LITA Board Meetings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
avery2020,2020,2020s,College & Research Libraries,"Seeing the Past with Computers: Experiments with Augmented Reality and Computer Vision for History. Kevin Kee and Timothy Compeau, eds. Ann Arbor, MI: University of Michigan Press, 2019. 254p. Hardcover, $75.00 (ISBN: 978-0-472-13111-2).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
avgousti2023,2023,2020s,Information Technology and Libraries,Current State and Challenges in Democratizing Small Museums’ Collections Online,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
avram1968,1968,1960s,Information Technology and Libraries,MARC II and COBOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
avram1969,1969,1960s,Information Technology and Libraries,MARC Program Research and Development: A Progress Report,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
avram1970-1,1970,1970s,Information Technology and Libraries,"The Recon Pilot Project: A Progress Report, November 1969 - April 1970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
avram1970-2,1970,1970s,Information Technology and Libraries,The Recon Pilot Project: A Progress Report,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
avram1970,1970,1970s,Information Technology and Libraries,Levels of Machine Readable Records,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
avram1971-1,1971,1970s,Information Technology and Libraries,"Recon Pilot Project: A Progress Report, April-September 1970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
avram1971,1971,1970s,Information Technology and Libraries,"The Recon Pilot Project: A Progress Report, October 1970-May 1971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
avram1972,1972,1970s,Information Technology and Libraries,Content Designators for Machine-Readable Records: A Working Paper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
avram1974-1,1974,1970s,Information Technology and Libraries,The Library of Congress View on Its Relation to the ALA MARC Advisory Committee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
avram1974,1974,1970s,Information Technology and Libraries,Principles of Format Design,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
avuglah2020,2020,2020s,College & Research Libraries,Privacy Issues in Libraries with Online Services: Attitudes and Concerns of Academic Librarians and University Students in Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ayre2020,2020,2020s,Information Technology and Libraries,What More Can We Do to Address Broadband Inequity and Digital Poverty?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
azadbakht2017,2017,2010s,Information Technology and Libraries,Everyone’s Invited: A Website Usability Study Involving Multiple Library Stakeholders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
azadbakht2020,2020,2020s,Information Technology and Libraries,At the Click of a Button,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
back2010,2010,2010s,Information Technology and Libraries,Web Services and Widgets for Library Information Systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
badia2021,2021,2020s,College & Research Libraries,"David Spiegelhalter. The Art of Statistics: Learning from Data. London, UK: Pelican, 2019. 426p. Paper, $16.99 (ISBN 978-1-5416-7570-4).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
baer2025,2025,2020s,Library Trends,Unpacking Predominant Narratives about Generative AI and Education: A Starting Point for Teaching Critical AI Literacy and Imagining Better Futures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
baer2026,2026,2020s,Library Trends,When Is Critical AI Literacy Critical? Critical AI Literacy Discourse and Principles of Critical Pedagogy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bagchi2025,2025,2020s,Library Trends,Toward Generative AI–Driven Metadata Modeling: A Human–Large Language Model Collaborative Approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bahde2024,2024,2020s,Information Technology and Libraries,Text Analysis of Archival Finding Aids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bahr2000,2000,2000s,College & Research Libraries,Collaborative Authorship in the Journal Literature: Perspectives for Academic Librarians Who Wish to Publish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bailey2015,2015,2010s,College & Research Libraries,Cost Differentials between E-Books and Print in Academic Libraries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bair1997,1997,1990s,College & Research Libraries,The Academic Elite in Library Science: Linkages among Top-Ranked Graduate Programs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
baird1997,1997,1990s,College & Research Libraries,Findings from the Condition Surveys Conducted by the University of Kansas Libraries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
baird2003,2003,2000s,College & Research Libraries,"Slow Fires Still Burn: Results of a Preservation Assessment of Libraries in L’viv, Ukraine, and Sofia, Bulgaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
baker2006,2006,2000s,Library Trends,Observation: A Complex Research Method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bakker2020,2020,2020s,College & Research Libraries,Qualitative Analysis of Faculty Opinions on and Perceptions of Research Impact Metrics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
balbin2026,2026,2020s,College & Research Libraries,OA or Nonchalant: A Survey of Open Access Dissemination Initiatives of Higher Education Institution Library Websites and Systems in the Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
baldoni2026,2026,2020s,Information Technology and Libraries,Metadata for Storytelling,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
balfour1968,1968,1960s,Information Technology and Libraries,Conversion of Bibliographic Information to Machine Readable Form Using On-Line Computer Terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ballard2006,2006,2000s,College & Research Libraries,Organizational Socialization through Employee Orientations at North Carolina State University Libraries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bao1998,1998,1990s,College & Research Libraries,Challenges and Opportunities: A Report of the 1998 Library Survey of Internet Users at Seton Hall University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
barba2026,2026,2020s,Library Trends,"Artificial Intelligence, Authentic Reactions: Tensions Between Digital Libraries and Generative AI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bargioni2025,2025,2020s,Information Technology and Libraries,VIAF Governance Concerns about the Refurbished VIAF Web and API Interfaces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
barnettellis2005,2005,2000s,Information Technology and Libraries,Wireless Networks in Medium-sized Academic Libraries: A National Survey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
barr2020,2020,2020s,College & Research Libraries,Developing a Framework to Improve Information and Digital Literacy in a Bachelor of Paramedic Science Entry-to-Practice Program,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
barrick2021,2021,2020s,College & Research Libraries,Phrasing in Reproducible Search Methodology: The Consequences of Straight and Curly Quotation Marks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
barrionuevo2017,2017,2010s,Information Technology and Libraries,New Strategies in Library Services Organization: Consortia University Libraries in Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
barrwalker2021,2021,2020s,College & Research Libraries,Sexual Harassment at University of California Libraries: Understanding the Experiences of Library Staff Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
barth2002,2002,2000s,College & Research Libraries,A Constituency-based Support Model for Delivering Information Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
barth2025,2025,2020s,Information Technology and Libraries,Free Online Graphic Design Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bartley2023,2023,2020s,Library Trends,Implementing Indigenous Approaches to Knowledge and Knowing at the John Hay Library: A Pueblo Reflection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
barton2012,2012,2010s,Library Trends,"Old Hopes, New Possibilities: Next-Generation Catalogues and the Centralization of Access",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
basili2011,2011,2010s,Library Trends,A Framework for Analyzing and Comparing Information Literacy Policies in European Countries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bastian2011,2011,2010s,Library Trends,From Teacher to Learner to User: Developing a Digital Stewardship Pedagogy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bats2024-1,2024,2020s,Library Trends,Care Ethics for French Twenty-First-Century Librarians: Examining Ecologie Documentaire and an Ethics of Care for the Environment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bats2024,2024,2020s,Library Trends,"Librarianship and Participatory Practices: Something Old, Something Borrowed, and Something New",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bauder2015,2015,2010s,Information Technology and Libraries,Exploratory Subject Searching in Library Catalogs: Reclaiming the Vision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bauder2019,2019,2010s,Information Technology and Libraries,HathiTrust as a Data Source for Researching Early Nineteenth-Century Library Collections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bauder2026,2026,2020s,Library Trends,Teaching Data Literacy in a Distrustful Environment: The Role of Critical Data Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bauer2001,2001,2000s,College & Research Libraries,Indexes as Tools for Measuring Usage of Print and Electronic Resources,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bauer2006,2006,2000s,Library Trends,Changing Places: Personnel Issues of a Joint Use Library in Transition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
beagle2000,2000,2000s,College & Research Libraries,Web-based Learning Environments: Do Libraries Matter?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
beall2005,2005,2000s,College & Research Libraries,The Proportion of NUC Pre-56 Titles Represented in OCLC WorldCat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
becker2013-1,2013,2010s,Information Technology and Libraries,Telecommunications Primer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
becker2013,2013,2010s,Information Technology and Libraries,Modeling a Library Web Site Redesign Process: Developing a User-Centered Web Site Through Usability Testing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
becksford2022,2022,2020s,College & Research Libraries,"Teacher, Librarian, or Both? A Quantitative Investigation of Instruction Librarians’ Teacher Identity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bedi2017,2017,2010s,College & Research Libraries,Transforming Roles: Canadian Academic Librarians Embedded in Faculty Research Projects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
beile2000,2000,2000s,College & Research Libraries,Other Duties as As igned: Emergin Trends in the Academic Library Job Market,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
beile2020,2020,2020s,College & Research Libraries,Analysis of an Open Textbook Adoption in an American History Course: Impact on Student Academic Outcomes and Behaviors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bejune2007,2007,2000s,Information Technology and Libraries,Wikis in Libraries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bell1998,1998,1990s,College & Research Libraries,Making the Library Management Systems Acquisition: Achieving Resolution of a Tough Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bell1999,1999,1990s,College & Research Libraries,Understanding Preferences for Search System Interfaces and the Role of Emotive Forces: A Research Challenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bell2006,2006,2000s,Library Trends,Perspectives on Building Consortia Between Libraries and Other Agencies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bellomy1969,1969,1960s,Information Technology and Libraries,Management Planning for Library Systems Development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bellomy1970,1970,1970s,Information Technology and Libraries,Listings of Uncataloged Collections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
belter2016,2016,2010s,College & Research Libraries,Using Bibliometrics to Demonstrate the Value of Library Journal Collections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bengtson2019,2019,2010s,Information Technology and Libraries,Taking the Long Way Around: Improving the Display of HathiTrust Records in Primo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bengtson2024,2024,2020s,Information Technology and Libraries,Pure Client-Side Data Wrangling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
benjessmall2021,2021,2020s,College & Research Libraries,#MeToo in the Academic Library: A Quantitative Measurement of the Prevalence of Sexual Harassment in Academic Libraries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bennett2007,2007,2000s,Information Technology and Libraries,OPAC Design Enhancements and Their Effects on Circulation and Resource Sharing within the Library Consortium Environment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bennett2014,2014,2010s,Information Technology and Libraries,assignFAST: An Autosuggest based tool for FAST Subject Assignment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bennett2025,2025,2020s,Information Technology and Libraries,Ready Year One,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
benson2020,2020,2020s,College & Research Libraries,Copyright and Digital Collections: A Data-Driven Roadmap for Rights Statement Success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
berger2023,2023,2020s,College & Research Libraries,"Making with Data: Physical Design and Craft in a Data-Driven World, Samuel Huron, Till Nagel, Lora Oehlberg, and Wesley Willett, eds. (2022). Boca Raton: AK Peters/CRC Press, 2022, 392 p. $54.95 ISBN: 978-1-0321-8222-3.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bergman2010,2010,2010s,Library Trends,Making the Most of Your Video Collection: Trends in Patron Access and Resource Sharing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
berkowitz2022,2022,2020s,Information Technology and Libraries,Classical Musicians v. Copyright Bots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
berkowitz2024,2024,2020s,Information Technology and Libraries,"""Gimme Some Truth""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
berlet2008,2008,2000s,Library Trends,The Write Stuff: U. S. Serial Print Culture from Conservatives out to Neonazis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bernhardt2025,2025,2020s,Library Trends,AI and the Material Conditions of Instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
berra2021,2021,2020s,Information Technology and Libraries,Utilizing Technology to Support and Extend Access to Students and Job Seekers during the Pandemic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
berry2022,2022,2020s,College & Research Libraries,"Fotini Iconomopoulos. Say Less, Get More: Unconventional Negotiation Techniques to Get What You Want. New York, NY: HarperCollins, 2021. 332p. Paper, $22.99 (ISBN: 978-1443459525).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bertot2007,2007,2000s,Information Technology and Libraries,Assessing Sufficiency and Quality of Bandwidth for Public Libraries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bertot2009,2009,2000s,Information Technology and Libraries,Public Access Technologies in Public Libraries: Effects and Implications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
besser2007,2007,2000s,Library Trends,Collaboration for Electronic Preservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
best2010,2010,2010s,College & Research Libraries,Library School Programs and the Successful Training of Academic Librarians to Meet Promotion and Tenure Requirements in the Academy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
betz2015,2015,2010s,Information Technology and Libraries,Self-Archiving with Ease in an Institutional Repository: Microinteractions and the User Experience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bevara2025,2025,2020s,Information Technology and Libraries,Prospects of Retrieval Augmented Generation (RAG) for Academic Library Search and Retrieval,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
